"(36, 128)","(36, 134)",red
"(36, 129)","(36, 151)",red
"(37, 151)","(37, 134)",red
"(37, 134)","(37, 132)",yellow
"(37, 134)","(37, 131)",yellow
"(37, 132)","(37, 130)",yellow
"(37, 131)","(37, 129)",yellow
"(37, 126)","(37, 122)",yellow
"(37, 126)","(37, 119)",yellow
"(37, 119)","(37, 115)",red
"(37, 115)","(37, 89)",black
"(37, 115)","(37, 87)",black
"(38, 87)","(38, 89)",black
"(38, 87)","(38, 115)",black
"(38, 89)","(38, 116)",black
"(38, 115)","(38, 117)",black
"(38, 117)","(38, 119)",red
"(38, 119)","(38, 126)",yellow
"(38, 119)","(38, 129)",yellow
"(38, 126)","(38, 133)",yellow
"(38, 133)","(38, 135)",red
"(38, 133)","(38, 151)",red
"(39, 151)","(39, 135)",red
"(39, 135)","(39, 129)",yellow
"(39, 135)","(39, 128)",yellow
"(39, 126)","(39, 122)",yellow
"(39, 126)","(39, 121)",yellow
"(39, 121)","(39, 120)",red
"(39, 121)","(39, 118)",red
"(39, 120)","(39, 117)",red
"(39, 117)","(39, 89)",black
"(39, 117)","(39, 87)",black
"(40, 87)","(40, 89)",black
"(40, 87)","(40, 119)",black
"(40, 119)","(40, 125)",yellow
"(40, 125)","(40, 126)",red
"(40, 126)","(40, 127)",yellow
"(40, 126)","(40, 128)",yellow
"(40, 127)","(40, 135)",yellow
"(40, 135)","(40, 147)",red
"(40, 147)","(40, 152)",black
"(41, 152)","(41, 148)",black
"(41, 152)","(41, 147)",black
"(41, 147)","(41, 129)",red
"(41, 129)","(41, 128)",yellow
"(41, 128)","(41, 125)",red
"(41, 128)","(41, 124)",red
"(41, 123)","(41, 122)",red
"(41, 123)","(41, 121)",red
"(41, 122)","(41, 119)",red
"(41, 119)","(41, 89)",black
"(41, 119)","(41, 87)",black
"(42, 87)","(42, 119)",black
"(42, 119)","(42, 120)",red
"(42, 120)","(42, 124)",yellow
"(42, 124)","(42, 126)",red
"(42, 124)","(42, 127)",red
"(42, 126)","(42, 130)",red
"(42, 127)","(42, 131)",red
"(42, 131)","(42, 132)",yellow
"(42, 132)","(42, 133)",red
"(42, 132)","(42, 148)",red
"(42, 133)","(42, 149)",red
"(42, 149)","(42, 152)",black
"(43, 151)","(43, 150)",red
"(43, 151)","(43, 149)",red
"(43, 150)","(43, 121)",red
"(43, 121)","(43, 120)",yellow
"(43, 120)","(43, 118)",red
"(43, 118)","(43, 86)",black
"(44, 86)","(44, 118)",black
"(44, 118)","(44, 121)",red
"(44, 118)","(44, 151)",red
"(45, 151)","(45, 121)",red
"(45, 151)","(45, 118)",red
"(45, 118)","(45, 86)",black
"(46, 86)","(46, 105)",black
"(46, 86)","(46, 116)",black
"(46, 116)","(46, 121)",red
"(46, 116)","(46, 151)",red
"(47, 151)","(47, 136)",red
"(47, 151)","(47, 135)",red
"(47, 135)","(47, 134)",yellow
"(47, 135)","(47, 133)",yellow
"(47, 134)","(47, 132)",yellow
"(47, 132)","(47, 129)",red
"(47, 132)","(47, 128)",red
"(47, 129)","(47, 125)",red
"(47, 128)","(47, 122)",red
"(47, 125)","(47, 118)",red
"(47, 122)","(47, 117)",red
"(47, 118)","(47, 116)",red
"(47, 117)","(47, 115)",red
"(47, 116)","(47, 105)",red
"(47, 105)","(47, 86)",black
"(48, 86)","(48, 105)",black
"(48, 86)","(48, 113)",black
"(48, 113)","(48, 114)",red
"(48, 113)","(48, 116)",red
"(48, 114)","(48, 118)",red
"(48, 116)","(48, 119)",red
"(48, 118)","(48, 121)",red
"(48, 119)","(48, 122)",red
"(48, 121)","(48, 123)",red
"(48, 123)","(48, 124)",yellow
"(48, 124)","(48, 125)",red
"(48, 125)","(48, 126)",yellow
"(48, 125)","(48, 127)",yellow
"(48, 126)","(48, 128)",yellow
"(48, 127)","(48, 130)",yellow
"(48, 128)","(48, 131)",yellow
"(48, 130)","(48, 132)",yellow
"(48, 131)","(48, 137)",yellow
"(48, 137)","(48, 151)",red
"(49, 151)","(49, 141)",red
"(49, 151)","(49, 140)",red
"(49, 141)","(49, 139)",red
"(49, 140)","(49, 138)",red
"(49, 139)","(49, 137)",red
"(49, 137)","(49, 121)",yellow
"(49, 121)","(49, 120)",red
"(49, 121)","(49, 116)",red
"(49, 120)","(49, 115)",red
"(49, 116)","(49, 114)",red
"(49, 115)","(49, 105)",red
"(49, 105)","(49, 86)",black
"(50, 86)","(50, 103)",black
"(50, 86)","(50, 104)",black
"(50, 103)","(50, 105)",black
"(50, 104)","(50, 107)",black
"(50, 107)","(50, 118)",red
"(50, 118)","(50, 136)",yellow
"(50, 118)","(50, 137)",yellow
"(50, 137)","(50, 151)",red
"(51, 154)","(51, 153)",black
"(51, 154)","(51, 152)",black
"(51, 152)","(51, 137)",red
"(51, 137)","(51, 135)",black
"(51, 137)","(51, 134)",black
"(51, 134)","(51, 133)",red
"(51, 133)","(51, 132)",black
"(51, 132)","(51, 131)",red
"(51, 131)","(51, 129)",yellow
"(51, 131)","(51, 120)",yellow
"(51, 129)","(51, 119)",yellow
"(51, 119)","(51, 117)",red
"(51, 119)","(51, 108)",red
"(51, 108)","(51, 107)",black
"(51, 108)","(51, 106)",black
"(51, 107)","(51, 85)",black
"(52, 84)","(52, 85)",black
"(52, 84)","(52, 108)",black
"(52, 85)","(52, 109)",black
"(52, 108)","(52, 110)",black
"(52, 109)","(52, 111)",black
"(52, 110)","(52, 112)",black
"(52, 112)","(52, 117)",red
"(52, 112)","(52, 120)",red
"(52, 117)","(52, 122)",red
"(52, 122)","(52, 123)",yellow
"(52, 122)","(52, 126)",yellow
"(52, 123)","(52, 127)",yellow
"(52, 127)","(52, 128)",red
"(52, 128)","(52, 129)",black
"(52, 128)","(52, 130)",black
"(52, 129)","(52, 137)",black
"(52, 130)","(52, 141)",black
"(52, 141)","(52, 154)",red
"(53, 154)","(53, 140)",red
"(53, 154)","(53, 139)",red
"(53, 140)","(53, 138)",red
"(53, 139)","(53, 137)",red
"(53, 138)","(53, 136)",red
"(53, 136)","(53, 129)",black
"(53, 136)","(53, 126)",black
"(53, 126)","(53, 125)",red
"(53, 126)","(53, 124)",red
"(53, 125)","(53, 121)",red
"(53, 124)","(53, 117)",red
"(53, 121)","(53, 114)",red
"(53, 114)","(53, 112)",black
"(53, 114)","(53, 84)",black
"(54, 83)","(54, 112)",black
"(54, 83)","(54, 114)",black
"(54, 112)","(54, 115)",black
"(54, 115)","(54, 117)",red
"(54, 115)","(54, 124)",red
"(54, 124)","(54, 126)",black
"(54, 124)","(54, 128)",black
"(54, 126)","(54, 129)",black
"(54, 128)","(54, 133)",black
"(54, 129)","(54, 134)",black
"(54, 133)","(54, 135)",black
"(54, 135)","(54, 136)",red
"(54, 135)","(54, 140)",red
"(54, 136)","(54, 154)",red
"(55, 155)","(55, 140)",red
"(55, 155)","(55, 130)",red
"(55, 130)","(55, 129)",black
"(55, 130)","(55, 123)",black
"(55, 123)","(55, 115)",red
"(55, 115)","(55, 106)",black
"(55, 115)","(55, 105)",black
"(55, 106)","(55, 104)",black
"(55, 105)","(55, 103)",black
"(55, 104)","(55, 102)",black
"(55, 103)","(55, 101)",black
"(56, 83)","(56, 101)",black
"(56, 83)","(56, 115)",black
"(56, 101)","(56, 116)",black
"(56, 116)","(56, 123)",red
"(56, 123)","(56, 133)",black
"(56, 123)","(56, 134)",black
"(56, 134)","(56, 135)",red
"(56, 135)","(56, 139)",yellow
"(56, 139)","(56, 151)",red
"(56, 139)","(56, 152)",red
"(56, 151)","(56, 155)",red
"(56, 155)","(56, 156)",black
"(57, 156)","(57, 152)",black
"(57, 152)","(57, 150)",red
"(57, 152)","(57, 139)",red
"(57, 150)","(57, 137)",red
"(57, 139)","(57, 136)",red
"(57, 136)","(57, 135)",black
"(57, 136)","(57, 132)",black
"(57, 135)","(57, 131)",black
"(57, 132)","(57, 130)",black
"(57, 131)","(57, 129)",black
"(57, 130)","(57, 122)",black
"(57, 122)","(57, 120)",red
"(57, 122)","(57, 118)",red
"(57, 118)","(57, 117)",black
"(57, 118)","(57, 116)",black
"(57, 117)","(57, 104)",black
"(57, 116)","(57, 103)",black
"(57, 104)","(57, 102)",black
"(57, 103)","(57, 101)",black
"(57, 102)","(57, 83)",black
"(57, 101)","(57, 82)",black
"(58, 82)","(58, 84)",black
"(58, 82)","(58, 105)",black
"(58, 84)","(58, 106)",black
"(58, 105)","(58, 107)",black
"(58, 106)","(58, 119)",black
"(58, 119)","(58, 120)",red
"(58, 119)","(58, 122)",red
"(58, 120)","(58, 123)",red
"(58, 123)","(58, 140)",black
"(58, 140)","(58, 150)",red
"(58, 140)","(58, 152)",red
"(58, 150)","(58, 153)",red
"(58, 152)","(58, 156)",red
"(59, 156)","(59, 153)",black
"(59, 153)","(59, 150)",red
"(59, 153)","(59, 142)",red
"(59, 142)","(59, 141)",black
"(59, 142)","(59, 138)",black
"(59, 141)","(59, 137)",black
"(59, 138)","(59, 136)",black
"(59, 137)","(59, 133)",black
"(59, 136)","(59, 131)",black
"(59, 133)","(59, 126)",black
"(59, 131)","(59, 125)",black
"(59, 125)","(59, 124)",red
"(59, 125)","(59, 123)",red
"(59, 124)","(59, 119)",red
"(59, 119)","(59, 109)",black
"(59, 109)","(59, 105)",red
"(59, 105)","(59, 85)",black
"(59, 105)","(59, 83)",black
"(59, 85)","(59, 82)",black
"(60, 83)","(60, 105)",black
"(60, 83)","(60, 106)",black
"(60, 105)","(60, 107)",black
"(60, 107)","(60, 109)",red
"(60, 109)","(60, 119)",black
"(60, 119)","(60, 127)",red
"(60, 119)","(60, 128)",red
"(60, 128)","(60, 130)",black
"(60, 130)","(60, 131)",red
"(60, 130)","(60, 132)",red
"(60, 132)","(60, 136)",black
"(60, 136)","(60, 151)",red
"(60, 136)","(60, 156)",red
"(61, 155)","(61, 152)",red
"(61, 155)","(61, 142)",red
"(61, 152)","(61, 141)",red
"(61, 142)","(61, 140)",red
"(61, 141)","(61, 138)",red
"(61, 138)","(61, 135)",yellow
"(61, 135)","(61, 133)",black
"(61, 135)","(61, 132)",black
"(61, 133)","(61, 128)",black
"(61, 128)","(61, 121)",red
"(61, 121)","(61, 119)",yellow
"(61, 119)","(61, 109)",black
"(61, 107)","(61, 82)",black
"(62, 82)","(62, 107)",black
"(62, 82)","(62, 108)",black
"(62, 107)","(62, 109)",black
"(62, 109)","(62, 110)",red
"(62, 110)","(62, 117)",black
"(62, 110)","(62, 119)",black
"(62, 119)","(62, 121)",red
"(62, 119)","(62, 128)",red
"(62, 128)","(62, 130)",black
"(62, 128)","(62, 134)",black
"(62, 134)","(62, 135)",red
"(62, 135)","(62, 140)",black
"(62, 140)","(62, 142)",red
"(62, 140)","(62, 153)",red
"(62, 142)","(62, 155)",red
"(63, 155)","(63, 153)",red
"(63, 155)","(63, 152)",red
"(63, 153)","(63, 143)",red
"(63, 152)","(63, 137)",red
"(63, 143)","(63, 134)",red
"(63, 134)","(63, 128)",black
"(63, 134)","(63, 127)",black
"(63, 127)","(63, 122)",red
"(63, 127)","(63, 119)",red
"(63, 122)","(63, 117)",red
"(63, 117)","(63, 110)",black
"(63, 117)","(63, 82)",black
"(64, 82)","(64, 110)",black
"(64, 82)","(64, 117)",black
"(64, 117)","(64, 120)",red
"(64, 120)","(64, 122)",yellow
"(64, 122)","(64, 128)",red
"(64, 128)","(64, 129)",black
"(64, 128)","(64, 130)",black
"(64, 129)","(64, 134)",black
"(64, 134)","(64, 135)",red
"(64, 134)","(64, 136)",red
"(64, 135)","(64, 138)",red
"(64, 136)","(64, 153)",red
"(64, 138)","(64, 154)",red
"(64, 153)","(64, 155)",red
"(65, 156)","(65, 152)",red
"(65, 156)","(65, 151)",red
"(65, 152)","(65, 150)",red
"(65, 151)","(65, 140)",red
"(65, 150)","(65, 139)",red
"(65, 140)","(65, 138)",red
"(65, 134)","(65, 133)",yellow
"(65, 133)","(65, 132)",red
"(65, 133)","(65, 130)",red
"(65, 132)","(65, 122)",red
"(65, 122)","(65, 120)",yellow
"(65, 120)","(65, 117)",red
"(65, 117)","(65, 110)",black
"(65, 117)","(65, 109)",black
"(65, 110)","(65, 81)",black
"(66, 81)","(66, 108)",black
"(66, 81)","(66, 109)",black
"(66, 108)","(66, 117)",black
"(66, 109)","(66, 120)",black
"(66, 120)","(66, 122)",yellow
"(66, 122)","(66, 133)",red
"(66, 133)","(66, 135)",yellow
"(66, 135)","(66, 150)",red
"(66, 150)","(66, 156)",yellow
"(67, 156)","(67, 154)",yellow
"(67, 154)","(67, 152)",red
"(67, 154)","(67, 150)",red
"(67, 152)","(67, 133)",red
"(67, 150)","(67, 131)",red
"(67, 131)","(67, 130)",yellow
"(67, 131)","(67, 129)",yellow
"(67, 129)","(67, 122)",red
"(67, 122)","(67, 120)",yellow
"(67, 120)","(67, 117)",red
"(67, 117)","(67, 108)",black
"(67, 117)","(67, 107)",black
"(67, 108)","(67, 106)",black
"(67, 107)","(67, 81)",black
"(68, 81)","(68, 108)",black
"(68, 81)","(68, 110)",black
"(68, 108)","(68, 117)",black
"(68, 117)","(68, 120)",red
"(68, 120)","(68, 122)",yellow
"(68, 122)","(68, 129)",red
"(68, 132)","(68, 140)",red
"(68, 132)","(68, 149)",red
"(68, 140)","(68, 152)",red
"(68, 149)","(68, 154)",red
"(68, 152)","(68, 156)",red
"(69, 156)","(69, 151)",red
"(69, 151)","(69, 149)",yellow
"(69, 149)","(69, 139)",red
"(69, 149)","(69, 136)",red
"(69, 133)","(69, 132)",yellow
"(69, 128)","(69, 126)",red
"(69, 128)","(69, 125)",red
"(69, 125)","(69, 122)",yellow
"(69, 122)","(69, 121)",red
"(69, 121)","(69, 120)",yellow
"(69, 120)","(69, 117)",red
"(69, 117)","(69, 110)",black
"(69, 117)","(69, 108)",black
"(69, 110)","(69, 82)",black
"(69, 108)","(69, 81)",black
"(70, 81)","(70, 109)",black
"(70, 81)","(70, 117)",black
"(70, 117)","(70, 123)",red
"(70, 117)","(70, 124)",red
"(70, 123)","(70, 129)",red
"(70, 129)","(70, 130)",yellow
"(70, 138)","(70, 139)",yellow
"(70, 139)","(70, 150)",red
"(70, 150)","(70, 151)",yellow
"(70, 151)","(70, 156)",red
"(71, 156)","(71, 146)",red
"(71, 146)","(71, 138)",yellow
"(71, 129)","(71, 117)",red
"(71, 117)","(71, 109)",black
"(71, 117)","(71, 108)",black
"(71, 109)","(71, 82)",black
"(71, 108)","(71, 81)",black
"(72, 82)","(72, 107)",black
"(72, 82)","(72, 108)",black
"(72, 107)","(72, 115)",black
"(72, 108)","(72, 116)",black
"(72, 115)","(72, 118)",black
"(72, 118)","(72, 129)",red
"(72, 129)","(72, 130)",yellow
"(72, 141)","(72, 142)",yellow
"(72, 142)","(72, 145)",red
"(72, 142)","(72, 146)",red
"(72, 145)","(72, 150)",red
"(72, 146)","(72, 156)",red
"(73, 155)","(73, 150)",red
"(73, 155)","(73, 148)",red
"(73, 150)","(73, 145)",red
"(73, 148)","(73, 142)",red
"(73, 145)","(73, 141)",red
"(73, 141)","(73, 138)",yellow
"(73, 141)","(73, 137)",yellow
"(73, 130)","(73, 118)",red
"(73, 118)","(73, 107)",black
"(73, 118)","(73, 106)",black
"(73, 107)","(73, 105)",black
"(73, 106)","(73, 83)",black
"(74, 83)","(74, 105)",black
"(74, 83)","(74, 116)",black
"(74, 105)","(74, 117)",black
"(74, 117)","(74, 130)",red
"(74, 130)","(74, 142)",yellow
"(74, 130)","(74, 143)",yellow
"(74, 143)","(74, 145)",red
"(74, 143)","(74, 148)",red
"(74, 148)","(74, 150)",black
"(74, 150)","(74, 155)",yellow
"(75, 155)","(75, 150)",red
"(75, 155)","(75, 148)",red
"(75, 150)","(75, 144)",red
"(75, 148)","(75, 141)",red
"(75, 141)","(75, 130)",yellow
"(75, 130)","(75, 119)",red
"(75, 130)","(75, 116)",red
"(75, 116)","(75, 115)",black
"(75, 116)","(75, 105)",black
"(75, 115)","(75, 104)",black
"(75, 105)","(75, 83)",black
"(76, 84)","(76, 103)",black
"(76, 84)","(76, 104)",black
"(76, 103)","(76, 115)",black
"(76, 115)","(76, 119)",red
"(76, 119)","(76, 125)",yellow
"(76, 119)","(76, 126)",yellow
"(76, 126)","(76, 130)",red
"(76, 131)","(76, 133)",yellow
"(76, 141)","(76, 144)",yellow
"(76, 144)","(76, 148)",red
"(76, 148)","(76, 150)",black
"(76, 150)","(76, 154)",red
"(76, 150)","(76, 155)",red
"(77, 154)","(77, 153)",black
"(77, 153)","(77, 150)",red
"(77, 153)","(77, 149)",red
"(77, 149)","(77, 148)",black
"(77, 148)","(77, 144)",red
"(77, 148)","(77, 143)",red
"(77, 144)","(77, 141)",red
"(77, 141)","(77, 135)",yellow
"(77, 141)","(77, 134)",yellow
"(77, 135)","(77, 133)",yellow
"(77, 134)","(77, 128)",yellow
"(77, 133)","(77, 127)",yellow
"(77, 128)","(77, 126)",yellow
"(77, 127)","(77, 124)",yellow
"(77, 126)","(77, 123)",yellow
"(77, 121)","(77, 120)",yellow
"(77, 120)","(77, 115)",red
"(77, 115)","(77, 103)",black
"(77, 115)","(77, 90)",black
"(77, 103)","(77, 89)",black
"(77, 90)","(77, 85)",black
"(77, 89)","(77, 84)",black
"(78, 86)","(78, 87)",black
"(78, 86)","(78, 88)",black
"(78, 87)","(78, 90)",black
"(78, 88)","(78, 102)",black
"(78, 90)","(78, 103)",black
"(78, 102)","(78, 115)",black
"(78, 115)","(78, 120)",red
"(78, 127)","(78, 129)",yellow
"(78, 129)","(78, 130)",red
"(78, 129)","(78, 131)",red
"(78, 131)","(78, 136)",yellow
"(78, 136)","(78, 137)",red
"(78, 137)","(78, 141)",yellow
"(78, 137)","(78, 142)",yellow
"(78, 142)","(78, 148)",red
"(78, 148)","(78, 150)",black
"(78, 148)","(78, 151)",black
"(78, 150)","(78, 152)",black
"(78, 152)","(78, 153)",red
"(79, 147)","(79, 141)",red
"(79, 147)","(79, 140)",red
"(79, 140)","(79, 139)",yellow
"(79, 140)","(79, 138)",yellow
"(79, 139)","(79, 137)",yellow
"(79, 138)","(79, 130)",yellow
"(79, 137)","(79, 126)",yellow
"(79, 130)","(79, 124)",yellow
"(79, 124)","(79, 123)",red
"(79, 123)","(79, 122)",yellow
"(79, 123)","(79, 121)",yellow
"(79, 120)","(79, 119)",yellow
"(79, 119)","(79, 116)",red
"(79, 116)","(79, 115)",black
"(79, 116)","(79, 102)",black
"(79, 115)","(79, 101)",black
"(79, 102)","(79, 90)",black
"(80, 90)","(80, 91)",black
"(80, 90)","(80, 116)",black
"(80, 116)","(80, 125)",red
"(80, 116)","(80, 127)",red
"(80, 127)","(80, 128)",black
"(80, 128)","(80, 130)",red
"(80, 131)","(80, 135)",yellow
"(80, 131)","(80, 136)",yellow
"(80, 135)","(80, 141)",yellow
"(80, 141)","(80, 147)",red
"(81, 147)","(81, 141)",red
"(81, 147)","(81, 140)",red
"(81, 141)","(81, 139)",red
"(81, 140)","(81, 135)",red
"(81, 135)","(81, 128)",yellow
"(81, 128)","(81, 125)",black
"(81, 125)","(81, 118)",red
"(81, 125)","(81, 117)",red
"(81, 117)","(81, 116)",black
"(81, 117)","(81, 90)",black
"(82, 91)","(82, 123)",black
"(82, 123)","(82, 125)",red
"(82, 123)","(82, 126)",red
"(82, 125)","(82, 127)",red
"(82, 127)","(82, 131)",yellow
"(82, 127)","(82, 132)",yellow
"(82, 131)","(82, 137)",yellow
"(82, 132)","(82, 138)",yellow
"(82, 138)","(82, 139)",red
"(82, 138)","(82, 147)",red
"(83, 147)","(83, 139)",red
"(83, 147)","(83, 136)",red
"(83, 139)","(83, 131)",red
"(83, 131)","(83, 129)",yellow
"(83, 131)","(83, 128)",yellow
"(83, 128)","(83, 123)",red
"(83, 128)","(83, 118)",red
"(83, 118)","(83, 91)",black
"(84, 91)","(84, 117)",black
"(84, 91)","(84, 118)",black
"(84, 118)","(84, 119)",red
"(84, 119)","(84, 123)",black
"(84, 123)","(84, 130)",yellow
"(84, 123)","(84, 136)",yellow
"(84, 136)","(84, 139)",red
"(84, 136)","(84, 147)",red
"(85, 147)","(85, 139)",red
"(85, 147)","(85, 138)",red
"(85, 139)","(85, 137)",red
"(85, 138)","(85, 134)",red
"(85, 137)","(85, 133)",red
"(85, 134)","(85, 132)",red
"(85, 133)","(85, 131)",red
"(85, 132)","(85, 129)",red
"(85, 131)","(85, 126)",red
"(85, 126)","(85, 125)",yellow
"(85, 125)","(85, 123)",red
"(85, 123)","(85, 119)",black
"(85, 119)","(85, 117)",red
"(85, 117)","(85, 92)",black
"(85, 117)","(85, 91)",black
"(86, 91)","(86, 92)",black
"(86, 91)","(86, 117)",black
"(86, 92)","(86, 120)",black
"(86, 117)","(86, 123)",black
"(86, 120)","(86, 124)",black
"(86, 124)","(86, 125)",red
"(86, 125)","(86, 126)",yellow
"(86, 126)","(86, 127)",black
"(86, 127)","(86, 128)",red
"(86, 127)","(86, 131)",red
"(86, 128)","(86, 134)",red
"(86, 131)","(86, 135)",red
"(86, 134)","(86, 136)",red
"(86, 135)","(86, 138)",red
"(86, 136)","(86, 147)",red
"(87, 146)","(87, 138)",red
"(87, 146)","(87, 133)",red
"(87, 133)","(87, 132)",yellow
"(87, 132)","(87, 120)",black
"(87, 120)","(87, 117)",red
"(87, 117)","(87, 92)",black
"(88, 92)","(88, 117)",black
"(88, 92)","(88, 119)",black
"(88, 119)","(88, 120)",red
"(88, 120)","(88, 130)",black
"(88, 120)","(88, 135)",black
"(88, 135)","(88, 136)",red
"(88, 135)","(88, 138)",red
"(88, 136)","(88, 147)",red
"(89, 147)","(89, 138)",red
"(89, 147)","(89, 135)",red
"(89, 135)","(89, 133)",black
"(89, 133)","(89, 132)",red
"(89, 132)","(89, 131)",black
"(89, 132)","(89, 128)",black
"(89, 128)","(89, 127)",red
"(89, 128)","(89, 126)",red
"(89, 127)","(89, 125)",red
"(89, 126)","(89, 124)",red
"(89, 125)","(89, 123)",red
"(89, 124)","(89, 122)",red
"(89, 122)","(89, 121)",black
"(89, 122)","(89, 120)",black
"(89, 121)","(89, 117)",black
"(89, 120)","(89, 116)",black
"(89, 117)","(89, 92)",black
"(90, 93)","(90, 114)",black
"(90, 93)","(90, 115)",black
"(90, 114)","(90, 116)",black
"(90, 116)","(90, 128)",red
"(90, 116)","(90, 129)",red
"(90, 128)","(90, 130)",red
"(90, 129)","(90, 133)",red
"(90, 133)","(90, 135)",black
"(90, 135)","(90, 147)",red
"(91, 149)","(91, 148)",black
"(91, 149)","(91, 147)",black
"(91, 147)","(91, 136)",red
"(91, 147)","(91, 135)",red
